Title,Location,Description,Price/night,Interior,Amenities,Ratings,Reviews,Features,Normalized Price/night,Normalized Reviews,Guests,Room type,Owner,Avg Feature Rating,Has Washer,Has Dryer
Entire apartment hosted by Soumya,"Secunderabad, Telangana, India",Entire flat with high speed internet &free parking,2100,"4 guests, 2 bedrooms, 2 beds, 2 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Shared pool and 38 more",4.78,23,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 4.8, Value 4.6",0.0021,0.023,4,Entire,Soumya,4.75,False,False
Entire villa hosted by Soumya,"Secunderabad, Telangana, India",Entire 3 Bhk Duplex house with terrace garden,3100,"16 guests, 3 bedrooms, 3 beds, 3 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 50 more",4.5,58,"Cleanliness 4.5, Accuracy 4.6, Communication 4.6, Location 4.3, Check-in 4.7, Value 4.3",0.0031,0.058,16,Entire,Soumya,4.5,False,False
Entire home hosted by Saathvik,"Secunderabad, Telangana, India",Cool hut | Free parking | Free terrace garden |,2503,"8 guests, 2 bedrooms, 1 king bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, 32"" HDTV with Amazon Prime Video, Fire TV, Netflix and 41 more",4.72,39,"Cleanliness 4.6, Accuracy 4.6, Communication 4.9, Location 4.5, Check-in 5.0, Value 4.5",0.002503,0.039,8,Entire,Saathvik,4.68,False,False
Entire home hosted by Saathvik,"Secunderabad, Telangana, India",THE MAJESTIC SUITE | KING BEDS | FREE PARKING |,3375,"12 guests, 3 bedrooms, 3 beds, 3 bathrooms","Kitchen, Fast wifi  81 Mbps, Dedicated workspace, Free parking on premises, Pets allowed, 32"" HDTV with Amazon Prime Video, Fire TV, Netflix, EV charger, Washing machine and 34 more",4.68,40,"Cleanliness 4.6, Accuracy 4.6, Communication 4.8, Location 4.5, Check-in 4.8, Value 4.7",0.003375,0.04,12,Entire,Saathvik,4.67,False,False
Entire serviced apartment hosted by Srujith,"Hyderabad, Telangana, India","Extended Stays @ Hyderabad with kitchen,fridge,ac",2100,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 35 more",4.19,26,"Cleanliness 4.3, Accuracy 4.2, Communication 4.2, Location 4.7, Check-in 4.5, Value 4.0",0.0021,0.026,2,Entire,Srujith,4.32,False,False
Private room in bungalow hosted by Salim,"Hyderabad, Telangana, India",Quiet forested retreat Jubilee Hills,3050,"3 guests, 1 bedroom, 3 beds, 1.5 bathrooms","Kitchen, Wifi, Free on-street parking, Pets allowed, Washing machine and 27 more",4.93,29,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.8, Value 4.8",0.00305,0.029,3,Private,Salim,4.85,False,False
Entire apartment hosted by Aman,"Pokalwada, Telangana, India",Happy Homes- 1 BHK AC 4th floor No Lift,2000,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Paid washer  In building and 23 more",4.63,16,"Cleanliness 4.8, Accuracy 4.6, Communication 4.8, Location 4.6, Check-in 4.9, Value 4.4",0.002,0.016,3,Entire,Aman,4.68,True,False
Entire apartment hosted by Aman,"Hyderabad, Telangana, India",Happy Homes - 1BHK in a Green Society 2nd floor,2000,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Wifi, Dedicated workspace, Free parking on premises, Washing machine, Air conditioning and 23 more",4.2,5,"Cleanliness 4.6, Accuracy 4.8, Communication 4.6, Location 4.6, Check-in 4.8, Value 4.4",0.002,0.005,3,Entire,Aman,4.63,False,False
Entire rental unit hosted by Bela,"Dehradun, Uttarakhand, India",Stay with Mussourie View-Lower Price for Long stay,1406,"4 guests, 1 bedroom, 1 queen bed, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 46 more",5.0,3,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.001406,0.003,4,Entire,Bela,5.0,False,False
Entire apartment hosted by Pranshu,"Dehradun, Uttarakhand, India",The Remote Worker 's Paradise,2614,"3 guests, 1 bedroom, 1 king bed, 2 bathrooms","Golf course view, Mountain view, Valley view, Kitchen, Fast wifi  100 Mbps and 54 more",4.91,34,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.002614,0.034,3,Entire,Pranshu,4.87,False,False
Entire rental unit hosted by Manan,"Dehradun, Uttarakhand, India",Studio Apartment on ground floor-Himalay Homestays,830,"2 guests, 1 bedroom, 1 double bed, 1.5 bathrooms","Courtyard view, Kitchen, Wifi, Free parking on premises, Free washer  In building and 35 more",4.86,14,"Cleanliness 4.6, Accuracy 4.6, Communication 5.0, Location 4.6, Check-in 4.9, Value 4.6",0.00083,0.014,2,Entire,Manan,4.72,True,False
Entire apartment hosted by Kanika,"Dehradun, Uttarakhand, India",Luxury Mountain View (Less price for longer stays),4400,"4 guests, 2 bedrooms, 2 beds, 2 bathrooms","Mountain view, Valley view, Kitchen, Fast wifi  163 Mbps, Dedicated workspace and 64 more",4.95,21,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.8, Value 4.9",0.0044,0.021,4,Entire,Kanika,4.87,False,False
Private room in rental unit hosted by Rohan,"Dehradun, Uttarakhand, India",Spacious and Beautiful bedroom on Rajpur Road,1210,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV, Washing machine, Smoking allowed, Iron and 8 more",4.84,32,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.00121,0.032,2,Private,Rohan,4.88,False,False
Entire home hosted by Sakshi,"Dehradun, Uttarakhand, India",Bumble Bee,3686,"4 guests, 1 bedroom, 1 double bed, 1 single bed, 1 sofa bed, 2 bathrooms","Waterfront, Garden view, Mountain view, Kitchen, Fast wifi  122 Mbps, Dedicated workspace, Free driveway parking on premises, Security cameras on property and 70 more",4.86,28,"Cleanliness 5.0, Accuracy 4.9, Communication 4.8, Location 4.7, Check-in 4.9, Value 4.8",0.003686,0.028,4,Entire,Sakshi,4.85,False,False
Entire apartment hosted by Sandeep,"Dehradun, Uttarakhand, India",Entire Rental Unit  Free Parking  Studio 371 ,3000,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, HDTV with Netflix, AC  split-type ductless system and 32 more",5.0,20,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 5.0",0.003,0.02,3,Entire,Sandeep,4.98,False,False
Entire townhouse hosted by Nihar,"Dehradun, Uttarakhand, India",Elegant place for you,850,"4 guests, 1 bedroom, 1 king bed, 1 bathroom","Kitchen, Wifi  42 Mbps, Dedicated workspace, Free parking on premises, Pets allowed and 37 more",4.93,14,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.00085,0.014,4,Entire,Nihar,4.85,False,False
Entire guest suite hosted by Kimmi,"Dehradun, Uttarakhand, India",KimOriKim: A fully furnished homely 2bhk w/balcony,2000,"4 guests, 2 bedrooms, 1 double bed, 2 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV and 40 more",5.0,33,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 4.9, Value 5.0",0.002,0.033,4,Entire,Kimmi,4.93,False,False
Entire apartment hosted by Ankit,"Dehradun, Uttarakhand, India",VALLEY VIEW STUDIO 20 SERENE VIEWS FOR 4 GUESTS,1519,"4 guests, 1 bedroom, 1 double bed, 2 bathrooms","Mountain view, Park view, Valley view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, Security cameras on property and 49 more",4.88,59,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.001519,0.059,4,Entire,Ankit,4.82,False,False
Entire guest suite hosted by Anant,"Dehradun, Uttarakhand, India",Laidback Outhouse Homestay in Dalanwala,1999,"3 guests, 1 bedroom, 2 single beds, 1 bathroom","Kitchen, Fast wifi  220 Mbps, Dedicated workspace, Free driveway parking on premises  6 spaces, 32"" HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Free washer  In building, AC  split-type ductless system, Security cameras on property and 42 more",4.94,33,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.001999,0.033,3,Entire,Anant,4.97,True,False
Entire home hosted by Deepa,"Dehradun, Uttarakhand, India",Mussoorie view - Nature Paradise,1600,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Garden view, Mountain view, Kitchen, Wifi, Dedicated workspace and 42 more",4.98,43,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.7, Check-in 5.0, Value 4.9",0.0016,0.043,4,Entire,Deepa,4.93,False,False
Entire apartment hosted by Ankita,"Dehradun, Uttarakhand, India",Service Apartment at Prime Location of Mussorie Rd,1717,"3 guests, 1 bedroom, 1 double bed, 1 sofa bed, 1.5 bathrooms","Mountain view, Kitchen, Wifi, Dedicated workspace, Free multistorey car park on premises and 45 more",4.63,19,"Cleanliness 4.7, Accuracy 4.7, Communication 4.8, Location 4.8, Check-in 4.7, Value 4.7",0.001717,0.019,3,Entire,Ankita,4.73,False,False
Entire serviced apartment hosted by The Paprika,"Dehradun, Uttarakhand, India",Ginger By The Paprika,1500,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Valley view, Kitchen, Wifi, Dedicated workspace and 50 more",5.0,10,"Cleanliness 4.6, Accuracy 4.8, Communication 5.0, Location 5.0, Check-in 4.8, Value 5.0",0.0015,0.01,2,Entire,The Paprika,4.87,False,False
Private room in bungalow hosted by Shubhi,"Dehradun, Uttarakhand, India",Nature Living 4,1699,"3 guests, 1 bedroom, 1 double bed, 1 sofa bed, 1 private bathroom","Garden view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV with standard cable/satellite, Paid washing machine, Security cameras on property and 41 more",4.86,148,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.001699,0.148,3,Private,Shubhi,4.85,False,False
Private room in cottage hosted by Gaurav,"Dehradun, Uttarakhand, India",The Blue Cottage,2000,"2 guests, 1 bedroom, 1 queen bed, 1 sofa bed, 1 private bathroom","Mountain view, Valley view, Kitchen, Fast wifi  315 Mbps, Dedicated workspace and 60 more",4.99,77,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 5.0",0.002,0.077,2,Private,Gaurav,4.97,False,False
Private room in bungalow hosted by Abhishek,"Dehradun, Uttarakhand, India","In the Lap of Nature , Dehradoon",1338,"2 guests, 1 bedroom, 1 double bed, 1.5 bathrooms","Garden view, Mountain view, Valley view, Kitchen, Wifi and 38 more",4.77,88,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.001338,0.088,2,Private,Abhishek,4.85,False,False
Private room in home hosted by Shray N Monika,"Dehradun, Uttarakhand, India",Luxury room in Doon valley - Himalay Homestays,1000,"2 guests, 1 bedroom, 1 king bed, 1.5 shared bathrooms","Courtyard view, Kitchen, Wifi, Dedicated workspace, TV and 49 more",5.0,3,"Cleanliness 4.3, Accuracy 4.7, Communication 5.0, Location 4.7, Check-in 5.0, Value 5.0",0.001,0.003,2,Private,Shray N Monika,4.78,False,False
Entire serviced apartment hosted by The Paprika,"Dehradun, Uttarakhand, India",Lime By The Paprika,1800,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Valley view, Kitchen, Wifi, Dedicated workspace and 43 more",4.81,26,"Cleanliness 4.8, Accuracy 4.7, Communication 4.8, Location 4.7, Check-in 4.8, Value 4.8",0.0018,0.026,2,Entire,The Paprika,4.77,False,False
Private room in holiday home hosted by Shubhi,"Dehradun, Uttarakhand, India",Nature living,2239,"3 guests, 1 bedroom, 1 king bed, 1 cot, 1 private bathroom","Mountain view, Garden view, Kitchen, Wifi, Free parking on premises and 34 more",5.0,10,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 5.0, Check-in 4.9, Value 5.0",0.002239,0.01,3,Private,Shubhi,4.97,False,False
Entire apartment hosted by Sanjeev,"Dehradun, Uttarakhand, India","Bricks2 ! Stylish Furnished,1BHK With Living for4",2600,"5 guests, 1 bedroom, 1 double bed, 2 bathrooms","Mountain view, Kitchen, Wifi, Dedicated workspace, Free residential garage on premises  1 space and 47 more",4.96,28,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.0026,0.028,5,Entire,Sanjeev,4.97,False,False
Entire serviced apartment hosted by Santosh,"Dehradun, Uttarakhand, India",Orchid,1730,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 39 more",4.93,15,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 5.0, Check-in 4.9, Value 4.9",0.00173,0.015,2,Entire,Santosh,4.93,False,False
Private room in bungalow hosted by Vinay,"Dehradun, Uttarakhand, India","friendly cosy stay (Huge space, not just a room)",1800,"3 guests, 1 bedroom, 1 double bed, 1 private bathroom","Mountain view, Wifi, Dedicated workspace, Free driveway parking on premises, 43"" HDTV and 48 more",4.97,99,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.0018,0.099,3,Private,Vinay,4.97,False,False
Private room in cabin hosted by Shubhi,"Dehradun, Uttarakhand, India",Little hut,1400,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Mountain view, Garden view, Wifi, Dedicated workspace, Free parking on premises and 31 more",4.75,12,"Cleanliness 5.0, Accuracy 4.7, Communication 4.8, Location 4.7, Check-in 4.9, Value 4.8",0.0014,0.012,2,Private,Shubhi,4.82,False,False
Entire home hosted by Rahul,"Dehradun, Uttarakhand, India",Entire Apartment in the Midst of Greenery,1520,"3 guests, 2 bedrooms, 1 double bed, 1 bathroom","Kitchen, Wifi  49 Mbps, Dedicated workspace, Free parking on premises, Bath and 36 more",4.9,20,"Cleanliness 4.8, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 4.8, Value 4.8",0.00152,0.02,3,Entire,Rahul,4.87,False,False
Entire apartment hosted by Foothills,"Dehradun, Uttarakhand, India",The Kingston By Foothills,1080,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi  20 Mbps, Dedicated workspace, Free parking on premises, Pets allowed and 22 more",4.57,7,"Cleanliness 4.4, Accuracy 4.4, Communication 5.0, Location 5.0, Check-in 4.4, Value 4.4",0.00108,0.007,2,Entire,Foothills,4.6,False,False
Entire cottage hosted by Samira,"Dehradun, Uttarakhand, India",Ammasari on the Rispana,1800,"2 guests, 1 bedroom, 1 double bed, 1 bathroom","Mountain view, Valley view, Waterfront, Kitchen, Wifi and 40 more",4.94,34,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.9",0.0018,0.034,2,Entire,Samira,4.9,False,False
Entire villa hosted by Parminder,"Dehradun, Uttarakhand, India","Dalanwala villa & suites pvt independent, spacious",1644,"4 guests, 2 bedrooms, 5 beds, 1 bathroom","Mountain view, Kitchen, Fast wifi  148 Mbps, Dedicated workspace, Free residential garage on premises  1 space and 60 more",4.66,97,"Cleanliness 4.7, Accuracy 4.7, Communication 4.8, Location 4.9, Check-in 4.8, Value 4.7",0.001644,0.097,4,Entire,Parminder,4.77,False,False
Entire apartment hosted by Shray N Monika,"Dehradun, Uttarakhand, India",Studio apartment with terrace - Himalay Homestays,1152,"2 guests, Studio, 1 sofa, 1.5 bathrooms","Mountain view, Kitchen, Wifi, Dedicated workspace, HDTV with standard cable/satellite and 54 more",4.9,10,"Cleanliness 4.9, Accuracy 4.8, Communication 5.0, Location 4.8, Check-in 4.8, Value 5.0",0.001152,0.01,2,Entire,Shray N Monika,4.88,False,False
Entire rental unit hosted by Jasmeet,"Dehradun, Uttarakhand, India",Cosy Homes Malsi 30,1259,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 31 more",4.8,1,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.001259,0.001,4,Entire,Jasmeet,4.83,False,False
Entire rental unit hosted by Dhairya,"Dehradun, Uttarakhand, India",Private 1BHK With AC/TV/Kitchen & Balcony,1045,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 24 more",4.74,53,"Cleanliness 4.6, Accuracy 4.6, Communication 4.9, Location 4.6, Check-in 4.8, Value 4.8",0.001045,0.053,2,Entire,Dhairya,4.72,False,False
Entire apartment hosted by Sparsh,"Dehradun, Uttarakhand, India",The Wallow Inn_2BHK Mussoorie Hill View Condo,2624,"4 guests, 2 bedrooms, 1 double bed, 1 floor mattress, 2 bathrooms","Mountain view, Valley view, Kitchen, Wifi, Dedicated workspace and 65 more",5.0,10,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.8",0.002624,0.01,4,Entire,Sparsh,4.97,False,False
Private room in bed and breakfast hosted by Nitin Kelvin,"Dehradun, Uttarakhand, India",Kelvin Doon!!,2200,"3 guests, 1 bedroom, 2 beds, 3 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 17 more",4.85,13,"Cleanliness 4.8, Accuracy 4.7, Communication 4.8, Location 4.7, Check-in 4.9, Value 4.9",0.0022,0.013,3,Private,Nitin Kelvin,4.8,False,False
Entire villa hosted by Rayaan,"Dehradun, Uttarakhand, India",One Bedroom Apartment,2899,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV, Air conditioning and 7 more",4.8,28,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.002899,0.028,3,Entire,Rayaan,4.83,False,False
Entire guest house hosted by Deepa,"Dehradun, Uttarakhand, India",Hara Basera (studio styled home),1200,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Park view, Kitchen, Wifi, Dedicated workspace and 36 more",4.79,34,"Cleanliness 4.9, Accuracy 4.8, Communication 4.8, Location 4.4, Check-in 4.8, Value 4.7",0.0012,0.034,2,Entire,Deepa,4.73,False,False
Entire rental unit hosted by Jasmeet,"Dehradun, Uttarakhand, India",Cosy Homes Malsi 30,1259,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed, 32"" HDTV with cable/satellite TV, Lift, Free washer  In building and 31 more",4.8,1,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.001259,0.001,4,Entire,Jasmeet,4.83,True,False
Room in hotel hosted by Param,"Dehradun, Uttarakhand, India",Orchid | Room in a Boutique Hotel,900,"3 guests, 1 bedroom, 1 bed, 1 shared bathroom","Wifi, Dedicated workspace, Free parking on premises, TV, Lift and 23 more",4.4,5,"Cleanliness 4.2, Accuracy 4.6, Communication 4.8, Location 4.6, Check-in 4.8, Value 4.8",0.0009,0.005,3,Single Room,Param,4.63,False,False
Private room in townhouse hosted by Megha,"Dehradun, Uttarakhand, India",Kailasha Homestay,1000,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Air conditioning, Bath, Patio or balcony, Security cameras on property and 30 more",5.0,15,"Cleanliness 5.0, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 4.9, Value 4.9",0.001,0.015,2,Private,Megha,4.85,False,False
Entire apartment hosted by Utkarsh,"Dehradun, Uttarakhand, India",House of Life  Luxury 2B/R Apartment with Balcony,4799,"6 guests, 2 bedrooms, 1 king bed, 2 bathrooms","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 52 more",4.84,64,"Cleanliness 4.5, Accuracy 4.9, Communication 4.8, Location 4.6, Check-in 4.9, Value 4.8",0.004799,0.064,6,Entire,Utkarsh,4.75,False,False
